atlas_id,root_index,character_class,local_support_status,local_scheme_status,certification,trace_a,trace_b,trace_A,trace_B,kappa_ab,kappa_aA,kappa_aB,kappa_bA,kappa_bB,kappa_AB,min_complex_jacobian_singular_value
I099,103,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.007596602044050743-0.546231637208273j),(0.6105852897449788+0.2975930047533046j),(-1.5489713756644126+0.29478513715816124j),(1.6982254246404311+0.5535513987352537j),(-1.9591430266205145+0.32145166094270816j),(2.807784049607564-0.564702830730282j),(0.4125325722351394+1.1845147717748843j),(-0.05047578723099555-1.0274480100863967j),(-0.5797526779373072+1.5971129166511548j),(2.723108448909774+1.3064094443705807j),0.1583113480019621
I100,104,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.007596602044050743+0.546231637208273j),(0.6105852897449788-0.2975930047533046j),(-1.5489713756644126-0.29478513715816124j),(1.6982254246404311-0.5535513987352537j),(-1.9591430266205145-0.32145166094270816j),(2.807784049607564+0.564702830730282j),(0.4125325722351394-1.1845147717748843j),(-0.05047578723099555+1.0274480100863967j),(-0.5797526779373072-1.5971129166511548j),(2.723108448909774-1.3064094443705807j),0.1583113480019621
I101,105,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.031012023172506634-1.3098733215795018e-16j),(1.0230797560888267-9.656139481925528e-17j),(-1.1372037002034139-4.5424648980948504e-17j),(1.7507483391114445-3.534721893740493e-17j),(2.049742458402025-4.871081275302246e-17j),(2.4210573680346545-2.982397694677599e-16j),(2.0411095264001275-2.1034724953688694e-17j),(2.576918858786799-4.854046579695589e-16j),(2.041069718078721-1.7051641245701498e-17j),(2.1338285608861867-9.290944307974018e-17j),0.0012100102071487136
I102,106,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.15921400462876428-0.14880911034795474j),(-0.9392811600759892+0.2316215392888068j),(-0.5969620864862137-1.1537253652655546j),(0.33023251689416505+1.0588695266213148j),(1.7748632265381286+1.8102834614741692j),(-3.996021876866792+2.34317820689932j),(-7.503525187167281-1.3838504644955254j),(-0.32087046120919505+1.2034596395637358j),(-3.9844126071898947+1.8548959103736928j),(2.356948687934791+1.6733271323303347j),0.04874864297116489
I103,107,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.15921400462876428+0.14880911034795474j),(-0.9392811600759892-0.2316215392888068j),(-0.5969620864862137+1.1537253652655546j),(0.33023251689416505-1.0588695266213148j),(1.7748632265381286-1.8102834614741692j),(-3.996021876866792-2.34317820689932j),(-7.503525187167281+1.3838504644955254j),(-0.32087046120919505-1.2034596395637358j),(-3.9844126071898947-1.8548959103736928j),(2.356948687934791-1.6733271323303347j),0.04874864297116489
I104,108,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.1716432458387208-1.4252888587091048j),(-0.7605950673289815-1.156553810394127j),(-0.4293368737318746+0.42304422723408786j),(-0.20054665276115444-1.2198791211076985j),(-3.4262759566121317-2.51805980737418j),(-6.173424673549925+0.4196708320203448j),(-10.564862532413926+3.1665290150931176j),(-3.3681204413091193+0.343733564437831j),(-7.322023948493494+1.4354987698548038j),(2.221089156656787-0.1929814254689004j),0.04601550641378767
I105,109,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.1716432458387208+1.4252888587091048j),(-0.7605950673289815+1.156553810394127j),(-0.4293368737318746-0.42304422723408786j),(-0.20054665276115444+1.2198791211076985j),(-3.4262759566121317+2.51805980737418j),(-6.173424673549925-0.4196708320203448j),(-10.564862532413926-3.1665290150931176j),(-3.3681204413091193-0.343733564437831j),(-7.322023948493494-1.4354987698548038j),(2.221089156656787+0.1929814254689004j),0.04601550641378767
I106,110,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.18300247711433315-0.6300699005583542j),(-0.3757156419847785-0.09104384898662105j),(-0.08116582319225697+0.12550881126386404j),(-0.013035655409063679-0.15297484928040417j),(-1.7198813489582117-0.15679809679414458j),(-2.4063936415452103-0.23620351987944993j),(1.2322306631661717+0.2126782778196577j),(-1.5011256549619418+0.20378102025759048j),(-1.9226809887020728+0.07577308184961236j),(-1.3081117853943445-0.16583476360273833j),0.042967491206666486
I107,111,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.18300247711433315+0.6300699005583542j),(-0.3757156419847785+0.09104384898662105j),(-0.08116582319225697-0.12550881126386404j),(-0.013035655409063679+0.15297484928040417j),(-1.7198813489582117+0.15679809679414458j),(-2.4063936415452103+0.23620351987944993j),(1.2322306631661717-0.2126782778196577j),(-1.5011256549619418-0.20378102025759048j),(-1.9226809887020728-0.07577308184961236j),(-1.3081117853943445+0.16583476360273833j),0.042967491206666486
I108,112,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.22154840988892976-0.20568742856264688j),(-3.8126065639826754-0.39340460112297637j),(0.859376398429982-1.5086482951526132j),(-0.979292912297103+0.9976467427194096j),(9.360501573727431+5.4004114632106415j),(-4.19423234622311-5.018895569491636j),(14.009327342632524-20.827612609716493j),(14.360810774128634-2.2584674224978443j),(6.379861945876296-1.8133164572923413j),(-1.7384171431843507-3.9606791410541424j),0.003969255472183965
I109,113,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.22154840988892976+0.20568742856264688j),(-3.8126065639826754+0.39340460112297637j),(0.859376398429982+1.5086482951526132j),(-0.979292912297103-0.9976467427194096j),(9.360501573727431-5.4004114632106415j),(-4.19423234622311+5.018895569491636j),(14.009327342632524+20.827612609716493j),(14.360810774128634+2.2584674224978443j),(6.379861945876296+1.8133164572923413j),(-1.7384171431843507+3.9606791410541424j),0.003969255472183965
I110,114,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.2345224257118293-1.0736946838330796j),(1.2685065486011884-0.4426088114185496j),(0.6566007128229603-1.1880040840879245j),(-1.7781667903847964+0.2044017897730434j),(-0.7810302718368534-0.6711306457109796j),(-3.153333292620108-4.310379390384225j),(1.220253797580133-0.8960677426199477j),(0.25228608919099127-1.3897027015881185j),(2.017278475615371-0.27365982173100756j),(0.7504486826921206-0.4851372905251323j),0.020417196564574917
I111,115,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.2345224257118293+1.0736946838330796j),(1.2685065486011884+0.4426088114185496j),(0.6566007128229603+1.1880040840879245j),(-1.7781667903847964-0.2044017897730434j),(-0.7810302718368534+0.6711306457109796j),(-3.153333292620108+4.310379390384225j),(1.220253797580133+0.8960677426199477j),(0.25228608919099127+1.3897027015881185j),(2.017278475615371+0.27365982173100756j),(0.7504486826921206+0.4851372905251323j),0.020417196564574917
I112,116,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.2645618654172415-0.5437860810993171j),(-0.9859317854057017-0.5841221359340187j),(0.17746244997269467-0.3129799611495108j),(0.20165580786055864+0.11938546038168374j),(0.3324133507728-0.741090529867886j),(-2.262315051883745-0.2997936472780034j),(-0.6890842096916725-0.7697859920719619j),(-1.277185550630509+2.185578484116691j),(-1.4468251018448115-0.41719948895356057j),(-0.35420536861685914+0.0018187983482373035j),0.033400595937258575
I113,117,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.2645618654172415+0.5437860810993171j),(-0.9859317854057017+0.5841221359340187j),(0.17746244997269467+0.3129799611495108j),(0.20165580786055864-0.11938546038168374j),(0.3324133507728+0.741090529867886j),(-2.262315051883745+0.2997936472780034j),(-0.6890842096916725+0.7697859920719619j),(-1.277185550630509-2.185578484116691j),(-1.4468251018448115+0.41719948895356057j),(-0.35420536861685914-0.0018187983482373035j),0.033400595937258575
I114,118,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.361304161339152-0.7256841554142692j),(0.5253847885015032-0.37423143665824954j),(0.5814557505377382-0.0005752928951741065j),(0.05413890556273976+0.21845033549201365j),(-1.4054727984073783-0.9125942482506817j),(-2.206348123589389-0.5243471300456368j),(0.5309999159283394+0.5082082284610068j),(-1.4687896600089316-0.5584063720660123j),(-1.9389191289558585-0.3751131061834827j),(-1.2226899031559815+0.136922903326764j),0.02556130378843319
I115,119,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.361304161339152+0.7256841554142692j),(0.5253847885015032+0.37423143665824954j),(0.5814557505377382+0.0005752928951741065j),(0.05413890556273976-0.21845033549201365j),(-1.4054727984073783+0.9125942482506817j),(-2.206348123589389+0.5243471300456368j),(0.5309999159283394-0.5082082284610068j),(-1.4687896600089316+0.5584063720660123j),(-1.9389191289558585+0.3751131061834827j),(-1.2226899031559815-0.136922903326764j),0.02556130378843319
I116,120,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.3821083939061496-1.0821151601714405j),(0.7589616927599871-0.8187855703705527j),(1.2273092646206902-2.6169756576717322j),(-0.8768582761864769+0.21402092407327636j),(-2.6670385537304577+2.9607635700184654j),(-4.717027747605501-17.000738784094786j),(27.961485190897694-9.2787090374634j),(-4.162687441684715-7.631026904084467j),(27.872038777459757-9.040209831685562j),(-4.128122577702445-6.877583010760249j),0.02162384539980782
I117,121,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.3821083939061496+1.0821151601714405j),(0.7589616927599871+0.8187855703705527j),(1.2273092646206902+2.6169756576717322j),(-0.8768582761864769-0.21402092407327636j),(-2.6670385537304577-2.9607635700184654j),(-4.717027747605501+17.000738784094786j),(27.961485190897694+9.2787090374634j),(-4.162687441684715+7.631026904084467j),(27.872038777459757+9.040209831685562j),(-4.128122577702445+6.877583010760249j),0.02162384539980782
I118,122,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.40459103298765836-0.8552314343903284j),(0.6542467732325805+0.09132295653474842j),(0.9794000849289481+0.26829464352026877j),(-0.16045840805976827-0.11444377111361223j),(-0.40980962756502715-2.4143878111924884j),(-2.0952214037557146-0.5796758423893862j),(-1.1562760912218037-1.3525484569922535j),(-0.6523527662209179+0.5348897074113685j),(-2.813913833475995+1.144822776955319j),(-1.5355851975587225-0.7262388355838774j),0.02865974717362489
I119,123,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.40459103298765836+0.8552314343903284j),(0.6542467732325805-0.09132295653474842j),(0.9794000849289481-0.26829464352026877j),(-0.16045840805976827+0.11444377111361223j),(-0.40980962756502715+2.4143878111924884j),(-2.0952214037557146+0.5796758423893862j),(-1.1562760912218037+1.3525484569922535j),(-0.6523527662209179-0.5348897074113685j),(-2.813913833475995-1.144822776955319j),(-1.5355851975587225+0.7262388355838774j),0.02865974717362489
I120,124,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.40570278844529245-2.087606156342074j),(1.074664597392411-0.3080049772522142j),(-1.4394018007893417+0.5807561934999799j),(0.25879066675111945+3.7961460433349687j),(-1.8649368162672664+1.091036736128899j),(-6.663805195216833-4.62515734221959j),(-30.331612025906153-9.954183808089464j),(2.996029741543685-4.564404092838572j),(-14.817917354560787-3.261838891260793j),(-5.983691460678271-6.191887696508256j),0.07675569624619119
I121,125,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.40570278844529245+2.087606156342074j),(1.074664597392411+0.3080049772522142j),(-1.4394018007893417-0.5807561934999799j),(0.25879066675111945-3.7961460433349687j),(-1.8649368162672664-1.091036736128899j),(-6.663805195216833+4.62515734221959j),(-30.331612025906153+9.954183808089464j),(2.996029741543685+4.564404092838572j),(-14.817917354560787+3.261838891260793j),(-5.983691460678271+6.191887696508256j),0.07675569624619119
I122,126,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4151417236111987-0.640485476167679j),(-1.5829567701600173+0.6905082290077451j),(-0.4667411158694754-4.186393676233674j),(1.9751428296245401+2.855641618584084j),(0.8628098608761143-3.2804316616875604j),(-22.22999882733809+25.70920282287284j),(-15.460984000585935+37.03219920774305j),(-7.125825715508999+2.209073387960804j),(-7.421808364828031+41.16888992202735j),(-6.060225629944586-6.205209120818898j),0.012532963995592302
I123,127,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4151417236111987+0.640485476167679j),(-1.5829567701600173-0.6905082290077451j),(-0.4667411158694754+4.186393676233674j),(1.9751428296245401-2.855641618584084j),(0.8628098608761143+3.2804316616875604j),(-22.22999882733809-25.70920282287284j),(-15.460984000585935-37.03219920774305j),(-7.125825715508999-2.209073387960804j),(-7.421808364828031-41.16888992202735j),(-6.060225629944586+6.205209120818898j),0.012532963995592302
I124,128,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4346134022568847-3.2210374051531744e-25j),(3.310600076866207+1.8892272046956968e-25j),(1.6065565205553667+8.350565998307543e-26j),(-5.2649387587935905+1.4729610822286732e-23j),(58.003185746240746-3.2123789271364684e-22j),(32.165636226840405-1.6801307728052747e-22j),(25.601514214568574-1.5439396472241502e-22j),(4.893193058264016-6.550076619601146e-25j),(-27.369210985172344+1.9504227827280505e-22j),(55.44147787841264-3.7547398427397495e-22j),0.013597488489815502
I125,129,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4351885033835313-0.8660034520085508j),(-0.5248037720704177+0.09324154686664204j),(-1.3674207993041958+0.1851789791369659j),(-0.9343246874301853+1.2304622747278429j),(-0.8704016690077538-2.284105042351229j),(0.7502888848673024+0.043366163325784024j),(-3.007922588294171-3.7222129878575805j),(0.7156008280260577-0.8853865167891013j),(4.469656598272274-6.241946708718661j),(1.333460358546069+0.20635785787082317j),0.11277993215054608
I126,130,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4351885033835313+0.8660034520085508j),(-0.5248037720704177-0.09324154686664204j),(-1.3674207993041958-0.1851789791369659j),(-0.9343246874301853-1.2304622747278429j),(-0.8704016690077538+2.284105042351229j),(0.7502888848673024-0.043366163325784024j),(-3.007922588294171+3.7222129878575805j),(0.7156008280260577+0.8853865167891013j),(4.469656598272274+6.241946708718661j),(1.333460358546069-0.20635785787082317j),0.11277993215054608
I127,131,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.43999756477125423-0.6916306170288308j),(0.6573355306005118-0.22118174853637906j),(0.7245754905178852-0.04985611548568114j),(0.17169794553140585+0.3239534224632141j),(-0.770414494835783-0.6432386577862377j),(-2.0559674487954145-0.5719349017868782j),(0.11923296539898276+0.6142650240562705j),(-0.9742761005605769-0.4240152645845535j),(-1.7427615965182903-0.15810913091287315j),(-0.9656950999749168-0.05402604931366331j),0.02619080207365926
I128,132,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.43999756477125423+0.6916306170288308j),(0.6573355306005118+0.22118174853637906j),(0.7245754905178852+0.04985611548568114j),(0.17169794553140585-0.3239534224632141j),(-0.770414494835783+0.6432386577862377j),(-2.0559674487954145+0.5719349017868782j),(0.11923296539898276-0.6142650240562705j),(-0.9742761005605769+0.4240152645845535j),(-1.7427615965182903+0.15810913091287315j),(-0.9656950999749168+0.05402604931366331j),0.02619080207365926
I129,133,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4548695270803493-1.874866250662525e-21j),(-2.049748580702481-4.639221058974132e-21j),(-1.1704692848757419-1.8850945328071994e-21j),(2.574957878601987-1.522145613036117e-21j),(4.633437683925519+1.368417449244984e-20j),(7.57824812012991-2.8233914222263506e-20j),(5.87973079248075+8.275312003803175e-21j),(12.690627536580797-3.928797510848646e-21j),(5.333366870304953-5.589267779907557e-21j),(4.191086119430759-1.4969913991417026e-20j),0.05252148380286137
I130,134,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.46971724211365323-8.439582865444026e-18j),(2.790903541398901+2.1568236096001133e-18j),(-1.0103852031698088+1.3094734385808989e-20j),(2.2319033187667796+6.125008772134919e-20j),(7.803740553098812+6.900915031034756e-17j),(5.282155909848866-2.684631636484691e-17j),(2.9844789664522775+4.218770222561882e-18j),(22.4691978191481+8.218616794512784e-17j),(1.849341667898873-5.369571684394342e-18j),(3.7037962476991204-1.4519040997846744e-18j),0.01469791830028546
I131,135,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4766104773563834-0.6286155500007048j),(-1.1780648096825614+0.7752449518058753j),(1.466919426600073+0.12263203963485281j),(0.6689494659058305+0.2697869279063729j),(0.4300169872173649-0.7804277254970717j),(-0.40875103396612067+0.4898607273973875j),(-1.8835829284057841-0.015472457664812908j),(0.33226188386372124-0.7104211963890585j),(0.25750238294560024-0.9699533885651359j),(0.455165382001149+0.5160187755076759j),0.04013109679426156
I132,136,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.4766104773563834+0.6286155500007048j),(-1.1780648096825614-0.7752449518058753j),(1.466919426600073-0.12263203963485281j),(0.6689494659058305-0.2697869279063729j),(0.4300169872173649+0.7804277254970717j),(-0.40875103396612067-0.4898607273973875j),(-1.8835829284057841+0.015472457664812908j),(0.33226188386372124+0.7104211963890585j),(0.25750238294560024+0.9699533885651359j),(0.455165382001149-0.5160187755076759j),0.04013109679426156
I133,137,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5000000000000004-0.8660254037844387j),(1.0000000000000013+2.220446049250313e-16j),(1.0000000000000007-5.551115123125783e-16j),(1.4294181079258944e-16+4.2856626398594737e-16j),(1.3322676295501878e-15-1.7320508075688754j),(-1.4999999999999982-0.8660254037844388j),(-1.500000000000003-0.8660254037844383j),(3.552713678800501e-15-1.1102230246251516e-16j),(-1.4999999999999951+0.8660254037844398j),(-1.4999999999999991-0.8660254037844379j),0.023907076909157894
I134,138,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5000000000000004+0.8660254037844387j),(1.0000000000000013-2.220446049250313e-16j),(1.0000000000000007+5.551115123125783e-16j),(1.4294181079258944e-16-4.2856626398594737e-16j),(1.3322676295501878e-15+1.7320508075688754j),(-1.4999999999999982+0.8660254037844388j),(-1.500000000000003+0.8660254037844383j),(3.552713678800501e-15+1.1102230246251516e-16j),(-1.4999999999999951-0.8660254037844398j),(-1.4999999999999991+0.8660254037844379j),0.023907076909157894
I135,139,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5014335918182313-0.18677799997943892j),(-1.6710942858684898+0.24732553290843318j),(1.5679421131614597-0.5966782495747067j),(-0.1278636155629902-0.18856833465219236j),(1.750567494544395-1.2119942393310563j),(0.4976792842781923-1.958666517199075j),(-1.411847718522876-0.2881905098252596j),(1.7757538377954916-0.5984979302769804j),(0.6727950097888193-0.6448299930891574j),(1.3444329540752484+0.061485046074552074j),0.10827359411726181
I136,140,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5014335918182313+0.18677799997943892j),(-1.6710942858684898-0.24732553290843318j),(1.5679421131614597+0.5966782495747067j),(-0.1278636155629902+0.18856833465219236j),(1.750567494544395+1.2119942393310563j),(0.4976792842781923+1.958666517199075j),(-1.411847718522876+0.2881905098252596j),(1.7757538377954916+0.5984979302769804j),(0.6727950097888193+0.6448299930891574j),(1.3444329540752484-0.061485046074552074j),0.10827359411726181
I137,141,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5101186859492431-4.632569694485779j),(-1.3148428262059677-2.5319386613201176j),(3.958023954136082-4.432073932339549j),(0.3064788240493276-0.6248737677946535j),(-7.978713944237398+15.492761537927393j),(-8.930213389753455-45.44957883270499j),(-29.610451292399265-3.9575405966244235j),(2.1609363988454326+0.5594072736158608j),(-6.695092372880755+4.637731926738992j),(-2.4714518360944506-37.65728308648647j),0.006543718503092719
I138,142,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5101186859492431+4.632569694485779j),(-1.3148428262059677+2.5319386613201176j),(3.958023954136082+4.432073932339549j),(0.3064788240493276+0.6248737677946535j),(-7.978713944237398-15.492761537927393j),(-8.930213389753455+45.44957883270499j),(-29.610451292399265+3.9575405966244235j),(2.1609363988454326-0.5594072736158608j),(-6.695092372880755-4.637731926738992j),(-2.4714518360944506+37.65728308648647j),0.006543718503092719
I139,143,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5111611304360499-0.1192620929844952j),(-1.3801243251713942+0.9109508441455657j),(1.6261911038120789-1.154183675391331j),(-0.9325957816981558+0.3702668885140663j),(-1.8831720763349729-2.9179270401812416j),(0.6486427694126577-5.554282289821849j),(4.232366314637465-1.8034103697665782j),(3.0311814211605537-0.3432682427246396j),(0.42654717106513207-2.846039830096193j),(1.0205016661197663-3.9915215518488374j),0.020611971269268996
I140,144,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5111611304360499+0.1192620929844952j),(-1.3801243251713942-0.9109508441455657j),(1.6261911038120789+1.154183675391331j),(-0.9325957816981558-0.3702668885140663j),(-1.8831720763349729+2.9179270401812416j),(0.6486427694126577+5.554282289821849j),(4.232366314637465+1.8034103697665782j),(3.0311814211605537+0.3432682427246396j),(0.42654717106513207+2.846039830096193j),(1.0205016661197663+3.9915215518488374j),0.020611971269268996
I141,145,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.563834916787407-7.170063588155585e-20j),(-1.7735687702665786+7.24641235869423e-21j),(2.7288749733176334-7.530122642596789e-19j),(-1.1902399798138479+5.667544806168592e-19j),(2.490612693532734-5.563837115395869e-19j),(9.01268452654407-7.00516205818848e-18j),(7.882923703211905-4.701214624213831e-18j),(4.471958543282934-2.5972018085021264e-18j),(6.491452416948256-4.91437061432661e-18j),(4.237024766520142-1.7364221910528848e-18j),0.030488363549658736
I142,146,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5677576059942037-1.209510357998822j),(-0.9713053266239341+0.21233379456145385j),(0.6422540837396755+0.08206018974483387j),(0.5535169821776984+0.5154229048091338j),(-1.7652690325709814+0.07760761692909524j),(-3.3272384127869943-0.5323324054391401j),(-3.1109893434501474+0.5179246737429051j),(-0.29052581561351665+0.12895214285995799j),(2.094020758494768-0.3670889286933132j),(-1.2996562798370332+0.1557121310228786j),0.0792806245729773
I143,147,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5677576059942037+1.209510357998822j),(-0.9713053266239341-0.21233379456145385j),(0.6422540837396755-0.08206018974483387j),(0.5535169821776984-0.5154229048091338j),(-1.7652690325709814-0.07760761692909524j),(-3.3272384127869943+0.5323324054391401j),(-3.1109893434501474-0.5179246737429051j),(-0.29052581561351665-0.12895214285995799j),(2.094020758494768+0.3670889286933132j),(-1.2996562798370332-0.1557121310228786j),0.0792806245729773
I144,148,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5766799427228692-1.4806588726851986j),(1.702650455594814+0.6170215714440354j),(-1.5095633365569248+0.3196862415158269j),(1.1123747080705262+2.099818750084093j),(-1.4621454238072598+1.9633461552478924j),(0.6672744730351319+0.14129270238903668j),(-10.74139347185806-3.217190340682666j),(1.079970574594574-0.08518800129351567j),(-1.4936481412792495+0.746376927163519j),(-2.696058438596925-1.8854514195728473j),0.10597209483876568
I145,149,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.5766799427228692+1.4806588726851986j),(1.702650455594814-0.6170215714440354j),(-1.5095633365569248-0.3196862415158269j),(1.1123747080705262-2.099818750084093j),(-1.4621454238072598-1.9633461552478924j),(0.6672744730351319-0.14129270238903668j),(-10.74139347185806+3.217190340682666j),(1.079970574594574+0.08518800129351567j),(-1.4936481412792495-0.746376927163519j),(-2.696058438596925+1.8854514195728473j),0.10597209483876568
I146,150,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.6536744085197698-0.0015564889887525468j),(2.2914507102328585+3.718693861851147j),(-1.2549365654681164+2.3450087141436584j),(0.4382666285480115-0.8101832350063681j),(-11.108386359736212+18.180760293027713j),(-6.846802204918786-7.932176866880868j),(4.2654064270681395-3.691588744614061j),(1.502534722255552+1.0510873969105994j),(-8.56727001270569+20.06274617707779j),(-4.334452368683707-5.172870895997408j),0.013609897267783867
I147,151,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.6536744085197698+0.0015564889887525468j),(2.2914507102328585-3.718693861851147j),(-1.2549365654681164-2.3450087141436584j),(0.4382666285480115+0.8101832350063681j),(-11.108386359736212-18.180760293027713j),(-6.846802204918786+7.932176866880868j),(4.2654064270681395+3.691588744614061j),(1.502534722255552-1.0510873969105994j),(-8.56727001270569-20.06274617707779j),(-4.334452368683707+5.172870895997408j),0.013609897267783867
I148,152,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.6670025825945136+1.1102230246251565e-16j),(0.902334058717498+0j),(1.5889500333341098+0j),(-0.5291162574866204+2.7755575615628914e-17j),(-0.7783291134657593+1.6663940812211816e-16j),(1.8103939485912042+6.292540859407428e-18j),(-0.906396322500824-3.339469409124421e-18j),(0.8594418673266624+4.1178658789200994e-17j),(-0.878486283595409+1.305363273956356e-16j),(1.2589878808877617+4.232452194738287e-17j),0.08722847496493603
I149,153,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.7269976562356526-0.3804351748726664j),(1.6328023946719012-0.5917440141544708j),(0.6734254345340817-1.3751372615104203j),(-1.947809566368941+0.24255590058685467j),(-0.054770268513114395-0.3649805337333456j),(0.31140121970206813-5.788303890565639j),(1.7023153548671814-0.8935820550196353j),(0.6237483658755081-3.1519319394720298j),(2.246555129971598-0.06912901429868779j),(1.6100787906570422-1.0020659808162096j),0.030492160620543732
